id,label
108983,1
105751,0
102225,0
104590,0
103987,0
102651,0
109613,1
102198,0
101362,0
101982,1
108752,0
101961,1
107444,1
101311,1
112046,0
107837,1
112964,0
102211,0
104558,0
111527,1
100542,0
105063,0
100775,1
100583,0
109617,1
109889,0
107020,1
111086,1
111779,1
105958,1
106072,0
106345,0
108396,1
104705,0
101547,1
103823,1
112585,0
104380,0
111148,1
104773,1
108589,0
101811,0
103091,0
104477,1
112525,0
105663,1
103515,1
111490,0
104174,1
102450,1
109444,0
100315,1
112664,0
110022,0
100062,1
101198,1
103676,1
108226,0
100250,0
100007,0
112684,0
105673,1
106954,0
103181,0
103404,1
112769,1
100075,0
110087,1
102463,1
103295,1
106797,0
111897,0
102790,1
112815,1
112012,0
101599,1
107398,1
104330,0
100781,1
105999,1
103207,0
108010,0
107464,1
102354,0
101182,1
111907,0
108339,1
104949,0
101336,1
105113,0
104422,1
109487,0
109290,0
105651,1
103060,0
108779,1
110096,1
109690,1
110062,1
108847,1
107521,1
104271,1
110103,1
108920,1
112640,0
105181,1
112857,1
101810,1
106719,1
103434,0
110608,0
104361,0
102482,0
102079,0
111291,0
108717,1
112553,0
110969,1
103225,1
111107,1
110610,0
110989,0
101317,1
103427,1
106909,1
108570,1
112521,1
110469,0
112786,0
107960,1
102618,1
112865,0
102331,1
112148,0
106467,1
102360,0
111390,0
109765,0
112116,1
111596,0
112145,0
111555,0
112542,1
110076,0
103236,0
113027,0
103227,0
102553,0
102082,0
105067,0
111804,1
107298,1
109753,0
101666,1
109427,1
106721,1
110681,1
103719,1
107553,1
105174,1
112551,0
105776,0
100535,0
100770,1
109681,0
104678,0
102408,0
105741,0
111035,0
111830,1
100959,0
110429,0
112475,1
109387,0
108480,0
106169,1
100265,1
101363,1
101270,1
109173,1
105088,0
111486,1
110327,0
106275,0
106837,0
105935,1
101828,1
109683,0
102752,1
103152,1
101727,0
109213,1
106201,0
112324,1
104595,1
105306,1
101601,0
103656,1
111551,0
107862,0
103745,1
111403,0
105017,1
100292,1
109002,0
112787,0
103541,1
100009,0
102033,0
100397,1
109845,1
109386,1
103716,1
100232,1
110121,0
100023,1
105260,1
105614,1
108604,1
108095,1
106188,1
106297,0
110465,0
101597,1
106278,1
112421,1
109079,1
111384,0
108797,0
108868,1
111879,1
107191,1
104181,0
106729,1
111181,1
106179,0
109449,0
112328,1
104651,1
112197,1
104959,1
100756,1
108038,0
101224,0
100348,0
102663,0
110706,0
111948,1
103899,0
100918,0
107683,0
104598,0
107841,0
112885,0
101103,0
104684,0
100213,1
106752,0
100891,0
110999,0
108922,1
108146,1
112074,0
102242,0
107842,1
110334,1
110727,1
107367,0
102064,1
101852,0
105570,0
112458,0
102647,1
104474,0
112953,0
106916,1
104802,1
108014,0
102946,1
103047,1
100845,1
104162,1
110050,0
111881,1
105792,1
112179,1
112212,0
102577,0
103071,1
104640,1
109001,1
104266,0
107371,0
111463,0
111029,1
104160,1
111660,1
112839,1
109653,1
108173,0
107530,1
103839,0
104208,0
101619,0
110854,1
112777,1
101654,1
110303,0
107414,0
104351,0
112115,1
107221,0
101833,1
108492,0
105197,1
101481,0
108854,0
107000,1
109482,0
107017,1
108891,1
112288,0
105527,1
106506,1
104599,0
107374,1
103834,1
112911,0
101849,1
103400,1
109537,1
104092,0
108941,0
112590,0
110122,1
108059,0
109039,1
103506,0
104956,0
102601,1
101755,1
108811,1
109655,1
104805,0
105010,1
101325,0
107810,1
107189,0
107698,0
102928,1
107372,1
102407,1
112305,1
103377,0
101529,1
109090,1
112947,1
109964,1
112679,0
110925,0
101015,0
112265,1
110317,0
112709,0
100608,1
111197,0
107320,0
110246,0
109251,0
103452,0
108441,1
110080,0
112870,0
104716,1
111441,1
110688,0
110495,1
100096,1
100989,1
103633,0
106357,0
107657,1
100725,1
107210,0
104521,1
111791,1
102376,0
108827,0
106084,0
107796,1
106640,0
102951,0
104682,1
107386,1
108213,1
101443,1
112268,1
104639,1
100584,0
107037,0
109426,0
104409,1
107566,0
101732,0
101413,0
109176,1
102352,0
107481,1
109239,0
100123,1
110375,0
104721,1
106483,1
110535,0
109272,0
102947,1
105432,0
102336,1
110029,1
111675,0
104215,0
100511,1
100729,0
106561,0
102419,0
103111,0
105586,0
107171,1
101756,1
105820,1
108105,1
101831,1
106830,0
105901,1
108063,1
108086,0
109931,0
101744,1
112516,0
112959,1
103124,0
109296,0
101012,1
108865,0
108411,0
112832,1
105110,1
110475,0
105207,0
110542,1
107224,1
108446,1
103001,0
109024,0
110166,1
100517,0
108635,1
110756,1
109775,0
110837,1
110649,0
108559,1
104519,1
106303,0
109123,0
100632,1
107250,1
102062,0
106427,1
103979,0
100141,1
100956,1
107557,1
112136,0
104414,0
109398,0
105313,1
107732,0
100518,0
109664,1
107348,1
110872,1
110193,0
103062,1
104095,0
100839,1
100679,1
103808,1
104689,1
102205,1
105716,0
109008,0
100912,1
102233,1
111171,1
104952,0
101036,1
103840,0
104688,1
102600,0
102998,0
100837,1
105423,1
110731,1
110032,1
104738,0
100648,0
106583,1
103628,0
108799,0
109243,1
106111,0
112632,1
105602,1
101969,0
102089,0
110461,1
100432,1
101802,0
110000,1
100610,0
109549,1
108252,1
110505,0
101316,1
112287,1
101720,1
102073,0
111337,0
103824,0
104993,0
107356,1
105052,0
112466,0
106298,1
112188,1
112286,1
112878,0
104822,0
100667,1
101283,1
109004,0
103185,0
105290,1
111799,0
109023,0
110664,0
103453,0
108946,1
108515,1
104425,1
100428,0
111615,0
104515,0
110060,1
107337,1
103421,0
101150,0
109985,0
106214,0
107213,1
103648,1
107335,0
107285,0
102311,1
103511,1
103315,1
101252,1
101110,0
106090,0
110466,0
110306,1
102019,0
106053,1
108093,1
100864,1
107956,1
109979,0
107637,1
110887,1
109621,0
105127,0
111417,1
108725,0
100748,1
100037,1
112432,1
108765,1
103330,1
108413,1
111854,1
109714,0
102356,0
106631,1
112716,0
108484,1
103220,0
102286,1
111589,1
105280,1
109998,0
109689,1
110621,1
111558,1
104341,0
110486,1
103723,1
101119,1
100314,0
107697,1
107064,1
105736,0
108111,1
111811,1
107642,0
103492,1
108359,1
108652,0
104547,1
108981,0
106720,0
102515,1
106045,0
101647,1
101450,1
100223,1
102815,0
110091,1
109981,0
103444,0
109676,0
107754,0
108616,1
104654,1
103827,1
111388,1
106548,1
106645,1
109542,1
108669,0
105156,0
101975,0
108747,1
104373,0
108999,1
105475,0
100761,1
102629,1
110098,0
110150,1
109634,0
103755,0
104793,0
100106,0
100657,0
101883,1
102038,1
110973,0
101919,0
110369,0
101068,0
100552,0
101390,1
110370,1
107055,0
112973,1
112622,0
102447,0
104618,0
107685,1
111212,0
109777,0
104018,1
110978,1
103208,1
106829,0
110207,1
102317,1
110738,1
100101,1
104484,0
110139,1
103920,0
112568,1
102902,1
105824,1
107572,0
102504,1
111724,0
108524,0
107815,0
110915,1
111395,0
105811,1
109922,0
102668,1
104016,0
102039,1
100576,0
111233,1
101571,0
111351,1
108862,1
105859,1
107302,0
106508,1
110950,0
110661,0
102429,0
111383,0
104896,0
103024,0
110135,0
106902,0
104707,1
102639,0
113002,1
102107,1
110271,0
107505,0
105448,1
103667,0
112661,1
105148,1
102851,1
110278,0
112462,0
108701,1
108859,1
112348,1
104389,0
112598,0
112105,0
108457,0
112468,0
104535,1
110928,1
105402,0
109498,1
112529,1
101347,1
106526,1
102657,1
106245,1
101559,0
109014,1
101333,1
104946,0
104433,1
107220,1
105916,0
112967,0
101063,0
103415,1
108282,0
105245,1
106029,0
108025,0
106266,0
104428,1
105269,1
111658,0
110254,1
107355,1
102773,0
112171,1
108415,0
101220,1
109237,0
102161,0
110141,0
107692,0
111929,0
106847,0
100654,1
109198,1
105945,1
100803,0
105227,0
107610,0
102259,0
101885,0
104772,0
110311,1
105329,0
105133,0
109464,1
109157,0
102896,1
102394,1
102328,0
104323,0
100203,0
101787,0
109624,1
102385,0
106557,1
100842,1
108593,0
105548,1
104362,0
111965,1
100673,1
111285,0
101028,1
108449,1
105169,1
111225,0
102736,0
108294,0
101580,0
112337,0
101306,0
102130,0
108210,0
107483,1
110421,1
101382,0
112368,0
101191,1
102197,0
112100,1
103435,0
106459,0
100424,1
111801,0
105922,1
103600,1
102615,1
103272,1
102069,0
107469,1
110219,1
109314,1
107799,0
109547,1
105386,1
101516,0
103793,0
112851,0
103791,1
109513,0
106904,0
105476,1
111466,0
101061,1
111444,1
109638,0
104791,1
108462,1
100242,0
100762,0
100024,0
100149,1
100435,0
101895,0
109920,0
111566,0
111173,1
104031,1
108130,1
108198,0
102490,1
102531,0
108114,1
108910,0
109107,0
100175,1
108704,1
105563,0
106969,0
103245,1
103854,1
104862,1
110102,1
107742,0
100494,1
100026,0
104741,1
107461,0
106485,0
112770,0
105315,1
106256,0
106987,1
107050,1
108137,0
104102,1
104432,0
109894,0
105338,1
110690,0
106659,1
109207,1
106511,1
103634,0
106499,1
106771,0
104481,1
100745,1
106108,1
109225,1
111346,0
102649,1
105385,1
106136,1
104831,0
101285,1
101742,0
105770,0
100071,1
111105,1
109505,1
104622,1
107434,0
105721,0
100053,0
109991,1
107886,1
107552,1
107707,0
109897,1
101492,0
110414,1
101071,1
106696,0
110991,0
109046,1
105363,0
109733,0
103994,0
107775,0
103112,1
104864,0
112106,1
100621,0
110001,0
108655,0
104871,0
106600,1
107063,0
106028,0
100505,1
109308,0
103344,1
111777,0
112239,1
112774,0
111459,0
102196,1
112549,0
111117,1
102232,0
109462,0
101693,0
109829,0
110772,0
112920,0
107991,1
103727,0
100312,0
106047,0
105578,1
111755,0
111494,0
105969,1
103135,0
102802,1
100226,0
100879,0
106606,1
102156,1
107327,1
103147,0
101082,1
111835,0
108081,1
105115,1
104816,1
111296,0
106955,0
101076,0
105889,1
100502,1
111043,0
102838,0
100644,0
107005,0
112600,0
112102,0
109453,0
107170,1
101976,1
100207,0
101014,0
104567,0
102368,1
102008,0
110877,1
110537,1
106091,1
103449,0
109789,1
111175,1
110801,1
101184,1
100310,1
106399,1
108329,1
105493,1
112700,1
101244,1
101673,1
107734,1
107655,1
107136,1
104840,0
103176,1
110809,0
107936,1
104951,0
101470,0
105211,1
110689,0
105504,1
100486,1
112612,1
109818,0
101209,0
103182,0
106382,1
101189,1
111110,0
107539,0
110536,1
103068,1
111930,0
107979,1
111934,0
107844,0
106636,1
111646,1
112467,0
106398,1
105229,1
102811,1
111740,0
102475,0
102435,0
100266,0
108893,0
103620,1
100306,0
109771,1
107149,0
101429,0
102822,1
101570,0
112513,1
112822,0
101265,1
101583,0
107816,1
109626,0
108275,0
112090,1
110931,1
100221,1
102666,0
101178,1
109593,1
107787,0
106329,1
101253,1
111728,1
111593,0
101070,0
102216,0
100797,1
108966,0
106543,1
100682,1
100084,0
112657,1
110800,0
102605,1
104977,1
105020,1
103844,0
100816,1
100571,1
109263,1
105980,1
106174,1
107911,0
111559,1
110820,1
104006,0
100367,0
100346,0
101606,0
101501,1
111873,0
102307,0
101458,1
104552,0
102200,1
112867,0
100032,1
103306,0
110613,0
110402,1
104916,0
105918,0
103778,1
112473,0
109962,1
108064,1
105788,0
112162,1
111418,1
111577,0
108163,0
109700,0
110575,0
101586,1
111183,1
101826,0
108367,1
103361,1
104212,0
103902,0
105495,1
100138,0
102745,1
100474,0
104057,1
104325,0
103592,1
105328,1
100740,0
105139,1
107599,1
107590,1
105000,1
106716,0
108744,1
105874,0
105547,1
103787,1
101328,0
111864,1
108638,1
108992,1
108203,1
102127,0
108373,0
110406,1
112080,0
107452,1
105446,1
103935,1
107357,1
105685,1
110363,1
102203,1
103955,1
105790,1
100093,0
101980,0
100404,1
102878,1
103804,0
106792,0
100844,1
111152,0
110622,1
103984,1
109309,0
107029,0
103872,1
107567,0
107425,0
103049,0
105048,0
102832,1
103683,1
104930,1
106597,1
100489,1
108613,0
102346,0
105911,1
107382,0
105123,1
109499,1
112327,1
111164,1
111629,1
108721,1
110685,1
105844,1
111815,1
107077,1
105924,0
103726,0
107152,0
107091,1
110245,1
110446,1
104675,1
106594,0
110697,1
112611,0
104153,1
101078,0
107494,1
107044,1
103438,1
102000,0
103177,1
103210,1
101773,0
102854,1
109451,1
104728,0
104462,0
107128,1
110804,0
103812,0
109305,1
104957,0
110522,1
102941,0
110582,1
106472,1
110040,1
107430,0
111695,1
102972,0
109953,0
103605,0
111994,1
100274,1
104360,1
107920,0
106949,1
110570,0
102132,1
105523,1
100660,0
100669,1
108113,0
110647,1
110342,0
112465,0
107957,0
107740,1
100513,0
108349,0
105984,1
104041,0
101840,1
111633,1
108309,1
110920,1
110541,0
109652,0
104029,1
108423,1
100941,1
100128,1
108530,1
100562,0
109848,0
102500,0
100080,1
103080,0
111240,0
103770,1
109659,0
103801,0
111865,1
104213,1
112800,0
104915,0
102186,0
101108,0
104649,0
104023,0
104198,0
107164,0
104983,1
102454,0
108212,1
103621,0
111501,1
109415,1
105510,0
100392,1
109670,1
110768,0
109085,0
102986,0
111267,1
103414,0
100641,1
112068,1
109163,1
103228,1
103342,1
100515,0
104482,1
111318,1
100662,0
103674,1
112557,1
113032,0
107151,1
102199,1
104089,1
107122,0
110670,1
111758,1
107139,0
108521,0
112364,1
106683,0
101391,0
108769,1
100219,1
102182,0
108310,0
101804,1
104606,0
107664,1
106992,0
107441,0
102638,0
104850,0
111330,0
101366,0
111478,0
111266,0
107569,0
109310,1
101155,1
112196,0
108412,0
110930,0
112139,0
106735,1
112078,1
100279,0
105623,1
106241,1
111780,0
112971,0
109928,0
112358,0
104892,0
105391,0
101346,1
110384,0
107793,0
109637,0
103540,0
108543,0
106943,0
110201,1
112933,1
112804,0
104201,0
102548,0
110157,1
107581,1
107016,0
102133,0
101069,1
106811,0
105431,1
101990,1
110186,1
107183,1
111776,0
110116,1
110838,0
109369,1
110668,1
104446,1
111404,0
112744,0
102952,0
107427,1
108098,0
103200,0
100158,0
101245,0
105576,1
103784,1
111018,0
112319,1
110391,0
112625,1
112126,1
104104,1
110715,0
107182,0
106013,1
103907,1
100743,1
100327,1
108048,1
111060,1
101104,1
110994,0
104623,1
100539,1
104338,1
103758,1
108431,0
104155,1
106092,0
108301,0
108045,0
108249,1
112675,0
109995,0
112299,0
101777,0
107417,1
100276,1
111607,1
109500,0
103297,1
104078,1
111807,1
107548,0
100168,0
103783,1
102301,1
112195,1
104379,1
100381,0
110142,0
100446,1
108324,1
104511,0
103313,1
102410,1
108099,1
109485,1
110099,0
101427,1
107849,0
112323,0
102357,0
102431,1
101259,1
100150,1
104121,1
102581,1
111996,0
102295,0
103166,0
103271,1
101393,1
105307,1
103441,1
101484,1
110015,1
103426,0
109029,1
105587,1
107223,0
112052,1
102192,1
105301,0
111771,0
106615,0
108740,0
107288,0
100950,0
107826,1
111874,1
108377,0
110378,0
107474,1
111415,0
107115,0
110856,0
103136,1
106655,0
103397,0
110958,1
100613,1
100713,0
108828,0
103134,0
105120,1
105789,0
102814,0
100921,1
101109,0
103855,0
105268,1
102013,1
105886,1
102858,1
101422,1
112404,1
108493,1
103487,0
104234,0
107485,1
100533,1
101651,1
108403,1
106055,0
105361,0
100605,1
105926,0
111053,0
101262,1
110709,1
104776,1
105064,0
109779,0
105477,1
100249,1
105858,0
104232,1
104642,1
102650,0
100855,1
105661,1
108602,1
100878,1
111635,0
104934,1
100899,1
104453,1
105761,1
105186,1
111332,1
107385,0
107105,1
106504,1
108159,0
111493,1
107864,1
111880,0
109076,1
100672,0
105217,0
104708,1
104412,0
102658,0
107919,1
108135,0
108566,1
103360,0
112365,1
112511,0
110472,0
102380,0
106087,1
107256,0
101046,1
110792,0
104961,0
105906,1
104902,0
105764,0
108948,1
106778,0
112579,0
102006,1
107014,0
102927,0
106574,0
109056,1
112273,0
103905,1
112766,1
102898,0
101891,1
103752,0
102547,1
102292,1
107061,0
108371,0
102585,0
109467,1
102754,1
111872,0
105739,0
111442,1
110129,1
101019,1
101625,0
104580,1
109128,1
103561,1
112234,0
109766,0
103697,1
112721,1
112149,1
102070,1
102636,1
112849,1
110884,1
105040,1
111508,1
103259,1
101892,1
110817,0
100751,1
110624,1
105524,0
100127,0
103574,1
103066,1
100971,0
100708,1
109277,1
111038,1
100370,0
109278,0
107225,0
102685,0
102837,0
107771,0
105633,0
101541,1
109660,1
106908,1
107178,1
103941,0
100822,1
101364,0
112199,1
104030,0
107561,1
110090,0
102313,1
101626,0
106628,0
112030,1
101471,1
105910,1
109254,1
107053,0
100861,1
112430,1
107197,0
110657,1
110788,1
112701,1
103829,0
100691,1
109210,1
103764,1
101297,1
111972,1
104269,0
108733,0
111411,0
105942,0
112489,0
103425,0
112312,0
108605,0
109739,1
108079,1
105832,1
104137,1
110366,0
108199,0
105802,0
111012,0
106232,1
110292,0
101350,0
110745,1
111923,0
101157,0
103119,1
104718,0
105825,0
107040,1
109117,1
104118,0
106365,0
105443,1
111859,0
100588,1
109561,1
101372,1
102565,0
110203,1
111074,1
112345,1
111423,0
108776,1
105225,0
105265,0
105214,0
107448,0
105164,1
107533,1
109788,1
111497,0
108519,1
107751,1
105686,0
105620,0
112308,0
105960,1
109348,1
112020,1
110890,1
107856,1
100914,0
100825,1
107206,1
109924,0
112923,1
103401,0
109810,1
112495,0
109834,0
100981,0
102110,0
106856,0
101963,1
103925,0
104804,0
100343,0
106652,1
111532,1
103978,0
107253,1
101237,1
100856,0
106002,1
103019,1
104743,0
103041,0
103461,1
104911,1
109963,1
100104,0
110645,1
105003,0
104158,0
111209,0
102702,1
110859,0
106917,1
101017,1
108115,0
104069,0
106456,1
110603,0
111094,0
109569,1
103976,0
112083,0
102774,0
100674,1
113017,1
110221,0
103268,1
103713,0
103327,1
111377,0
112218,1
100994,0
109557,1
109209,1
108692,1
107304,0
100522,0
111884,1
100952,1
102144,0
105932,0
102383,1
107625,0
107324,1
103348,0
102401,1
101546,0
101125,1
104286,0
109987,0
112452,0
107871,1
100303,1
112381,1
111447,1
107439,0
102170,0
112915,1
111639,1
100827,0
106839,1
102813,0
102890,1
106759,0
111355,0
102329,0
105293,0
101551,1
108504,1
110241,0
105288,0
106021,1
108379,0
110588,1
105422,1
103277,0
109150,0
104819,0
112636,1
110845,1
110528,1
112692,1
102656,1
105033,0
110981,1
100409,1
102820,0
101901,1
102058,1
109773,0
111236,0
102756,0
110456,0
108798,0
109242,0
112131,0
101419,1
102626,0
110559,0
110614,0
104002,1
101324,1
108141,0
105531,1
103636,1
103996,1
106726,1
107678,0
105553,0
110492,1
102825,1
100054,1
103911,1
108323,0
101569,1
109694,0
100965,0
104297,1
103206,1
109989,1
107549,0
102021,1
108538,1
101396,0
112742,0
111618,1
109635,1
107028,1
106462,0
103981,0
106378,1
108472,1
106956,0
105104,0
108645,1
103951,0
105575,1
108164,1
104020,1
110599,1
102514,0
110065,1
106032,1
106965,1
113012,0
106150,1
109745,0
110309,0
110220,0
106097,0
100109,1
110825,0
106025,1
109503,0
102620,0
103318,0
109289,1
108313,0
108448,0
105180,1
102893,1
107292,0
106968,0
104703,0
111316,0
111986,1
107623,1
109122,1
103917,1
105035,0
109564,1
111895,0
108314,1
108260,1
107603,1
107865,1
104758,1
112724,1
109328,0
110341,0
104049,1
104308,0
103429,0
103098,0
107046,1
108263,1
